Hotel_Name,Negative_Review,Positive_Review,Tags,positive_tokenized,negative_tokenized,positive_filtered,negative_filtered,positive_noun,negative_noun
Apex Temple Court Hotel, breakfast is good but quite expensive particularly if you compare it to prices of breakfast to go on fleet street , rooms are quiet beds are huge bathroom is spacious and shower is hot and powerful location is very good thames within walking distance temple area is beautiful note however that during weekends the atmosphere is different than during week days due to the fact that many shops most of the business centres and the criminal courts are closed which results in less people in the neighbourhoud ,"[' business trip ', ' couple ', ' city king room ', ' stayed 3 nights ']","['rooms', 'are', 'quiet', 'beds', 'are', 'huge', 'bathroom', 'is', 'spacious', 'and', 'shower', 'is', 'hot', 'and', 'powerful', 'location', 'is', 'very', 'good', 'thames', 'within', 'walking', 'distance', 'temple', 'area', 'is', 'beautiful', 'note', 'however', 'that', 'during', 'weekends', 'the', 'atmosphere', 'is', 'different', 'than', 'during', 'week', 'days', 'due', 'to', 'the', 'fact', 'that', 'many', 'shops', 'most', 'of', 'the', 'business', 'centres', 'and', 'the', 'criminal', 'courts', 'are', 'closed', 'which', 'results', 'in', 'less', 'people', 'in', 'the', 'neighbourhoud']","['breakfast', 'is', 'good', 'but', 'quite', 'expensive', 'particularly', 'if', 'you', 'compare', 'it', 'to', 'prices', 'of', 'breakfast', 'to', 'go', 'on', 'fleet', 'street']","['rooms', 'quiet', 'beds', 'huge', 'bathroom', 'spacious', 'shower', 'hot', 'powerful', 'location', 'good', 'thames', 'within', 'walking', 'distance', 'temple', 'area', 'beautiful', 'note', 'however', 'weekends', 'atmosphere', 'different', 'week', 'days', 'due', 'fact', 'many', 'shops', 'business', 'centres', 'criminal', 'courts', 'closed', 'results', 'less', 'people', 'neighbourhoud']","['breakfast', 'good', 'quite', 'expensive', 'particularly', 'compare', 'prices', 'breakfast', 'go', 'fleet', 'street']","['note', 'business', 'week', 'results', 'days', 'distance', 'centres', 'courts', 'people', 'bathroom', 'thames', 'fact', 'shops', 'area', 'beds', 'location', 'rooms']","['prices', 'compare', 'street']"
Apex Temple Court Hotel, service also they would have given reductions or breakfast in the price but could not because we booked through you had my 60th birthday while staying the hotel knew this and made no acknowledgement of this not even an extra packet of biscuits spent two thousand pounds on 3 rooms felt short changed , comfortable room which was very clean,"[' leisure trip ', ' family with young children ', ' city king room ', ' stayed 7 nights ', ' submitted from a mobile device ']","['comfortable', 'room', 'which', 'was', 'very', 'clean']","['service', 'also', 'they', 'would', 'have', 'given', 'reductions', 'or', 'breakfast', 'in', 'the', 'price', 'but', 'could', 'not', 'because', 'we', 'booked', 'through', 'you', 'had', 'my', '60th', 'birthday', 'while', 'staying', 'the', 'hotel', 'knew', 'this', 'and', 'made', 'no', 'acknowledgement', 'of', 'this', 'not', 'even', 'an', 'extra', 'packet', 'of', 'biscuits', 'spent', 'two', 'thousand', 'pounds', 'on', '3', 'rooms', 'felt', 'short', 'changed']","['comfortable', 'room', 'clean']","['service', 'also', 'would', 'given', 'reductions', 'breakfast', 'price', 'could', 'booked', '60th', 'birthday', 'staying', 'hotel', 'knew', 'made', 'acknowledgement', 'even', 'extra', 'packet', 'biscuits', 'spent', 'two', 'thousand', 'pounds', '3', 'rooms', 'felt', 'short', 'changed']","['room', 'clean']","['price', 'biscuits', 'acknowledgement', 'pounds', 'packet', 'hotel', 'service', 'reductions', 'rooms']"
Apex Temple Court Hotel, my son and his family were staying the same two nights in identical rooms he booked directly with apex and got full breakfasts included for the same room price that i paid booking via booking com cost me almost an extra 50 for breakfasts even after i had negotiated a bit of a discount by reference to the comparison ,no positive,"[' business trip ', ' family with young children ', ' city king room ', ' stayed 2 nights ']","['no', 'positive']","['my', 'son', 'and', 'his', 'family', 'were', 'staying', 'the', 'same', 'two', 'nights', 'in', 'identical', 'rooms', 'he', 'booked', 'directly', 'with', 'apex', 'and', 'got', 'full', 'breakfasts', 'included', 'for', 'the', 'same', 'room', 'price', 'that', 'i', 'paid', 'booking', 'via', 'booking', 'com', 'cost', 'me', 'almost', 'an', 'extra', '50', 'for', 'breakfasts', 'even', 'after', 'i', 'had', 'negotiated', 'a', 'bit', 'of', 'a', 'discount', 'by', 'reference', 'to', 'the', 'comparison']",['positive'],"['son', 'family', 'staying', 'two', 'nights', 'identical', 'rooms', 'booked', 'directly', 'apex', 'got', 'full', 'breakfasts', 'included', 'room', 'price', 'paid', 'booking', 'via', 'booking', 'com', 'cost', 'almost', 'extra', '50', 'breakfasts', 'even', 'negotiated', 'bit', 'discount', 'reference', 'comparison']",[],"['price', 'family', 'room', 'son', 'breakfasts', 'discount', 'bit', 'cost', 'com', 'comparison', 'nights', 'reference', 'rooms']"
Apex Temple Court Hotel, everything was genuinely perfect , everything from the reception greeting of luca to leaving wth yet another warm vibe from reception the cleaning staff were polite and warm my standard room was spotless in terms of cleanliness an incredibly cosy bed a nice ambience to the room ,"[' leisure trip ', ' solo traveler ', ' city king room ', ' stayed 2 nights ']","['everything', 'from', 'the', 'reception', 'greeting', 'of', 'luca', 'to', 'leaving', 'wth', 'yet', 'another', 'warm', 'vibe', 'from', 'reception', 'the', 'cleaning', 'staff', 'were', 'polite', 'and', 'warm', 'my', 'standard', 'room', 'was', 'spotless', 'in', 'terms', 'of', 'cleanliness', 'an', 'incredibly', 'cosy', 'bed', 'a', 'nice', 'ambience', 'to', 'the', 'room']","['everything', 'was', 'genuinely', 'perfect']","['everything', 'reception', 'greeting', 'luca', 'leaving', 'wth', 'yet', 'another', 'warm', 'vibe', 'reception', 'cleaning', 'staff', 'polite', 'warm', 'standard', 'room', 'spotless', 'terms', 'cleanliness', 'incredibly', 'cosy', 'bed', 'nice', 'ambience', 'room']","['everything', 'genuinely', 'perfect']","['reception', 'ambience', 'bed', 'cleanliness', 'staff', 'vibe', 'standard', 'room', 'spotless', 'terms', 'everything', 'wth']",['everything']
Apex Temple Court Hotel, nothing our second stay at this hotel and the hotel is very much in our green band as experienced and discerning hotel visitors, very comfortable and clean room balcony was a little plus ,"[' business trip ', ' couple ', ' deluxe king room with club lounge access and balcony ', ' stayed 3 nights ']","['very', 'comfortable', 'and', 'clean', 'room', 'balcony', 'was', 'a', 'little', 'plus']","['nothing', 'our', 'second', 'stay', 'at', 'this', 'hotel', 'and', 'the', 'hotel', 'is', 'very', 'much', 'in', 'our', 'green', 'band', 'as', 'experienced', 'and', 'discerning', 'hotel', 'visitors']","['comfortable', 'clean', 'room', 'balcony', 'little', 'plus']","['nothing', 'second', 'stay', 'hotel', 'hotel', 'much', 'green', 'band', 'experienced', 'discerning', 'hotel', 'visitors']","['balcony', 'room']","['nothing', 'band', 'hotel', 'visitors']"
Apex Temple Court Hotel, bose sound system was not blue tooth and still on iphone 4 adapter advertised sky movies but was pin protected but i m sure we could have contacted reception to gain the code , alex hotel couldn t find our booking at first but it worked out that they had upgraded us to a junior suite which was amazing free rubber duck was a nice touch and did make us laugh ,"[' leisure trip ', ' couple ', ' superior king room ', ' stayed 1 night ', ' submitted from a mobile device ']","['alex', 'hotel', 'couldn', 't', 'find', 'our', 'booking', 'at', 'first', 'but', 'it', 'worked', 'out', 'that', 'they', 'had', 'upgraded', 'us', 'to', 'a', 'junior', 'suite', 'which', 'was', 'amazing', 'free', 'rubber', 'duck', 'was', 'a', 'nice', 'touch', 'and', 'did', 'make', 'us', 'laugh']","['bose', 'sound', 'system', 'was', 'not', 'blue', 'tooth', 'and', 'still', 'on', 'iphone', '4', 'adapter', 'advertised', 'sky', 'movies', 'but', 'was', 'pin', 'protected', 'but', 'i', 'm', 'sure', 'we', 'could', 'have', 'contacted', 'reception', 'to', 'gain', 'the', 'code']","['alex', 'hotel', 'find', 'booking', 'first', 'worked', 'upgraded', 'us', 'junior', 'suite', 'amazing', 'free', 'rubber', 'duck', 'nice', 'touch', 'make', 'us', 'laugh']","['bose', 'sound', 'system', 'blue', 'tooth', 'still', 'iphone', '4', 'adapter', 'advertised', 'sky', 'movies', 'pin', 'protected', 'sure', 'could', 'contacted', 'reception', 'gain', 'code']","['booking', 'duck', 'hotel', 'rubber']","['reception', 'code', 'sure', 'movies', 'system', 'tooth', 'adapter', 'gain']"
Apex Temple Court Hotel, it took a little longer than expected for for the room service to be cleared from outside our room but that is being ultra fussy as it wasnt left inside the room , hotel was clean smart looking and great location as well as very professional the room was spacious and the bathroom with both separate shower and bath was a brilliant bonus our room was located right outside the lifts and we didnt hear anything also had to love the apex duck would definately recommend staying in an apex hotel ,"[' leisure trip ', ' group ', ' city twin room ', ' stayed 2 nights ']","['hotel', 'was', 'clean', 'smart', 'looking', 'and', 'great', 'location', 'as', 'well', 'as', 'very', 'professional', 'the', 'room', 'was', 'spacious', 'and', 'the', 'bathroom', 'with', 'both', 'separate', 'shower', 'and', 'bath', 'was', 'a', 'brilliant', 'bonus', 'our', 'room', 'was', 'located', 'right', 'outside', 'the', 'lifts', 'and', 'we', 'didnt', 'hear', 'anything', 'also', 'had', 'to', 'love', 'the', 'apex', 'duck', 'would', 'definately', 'recommend', 'staying', 'in', 'an', 'apex', 'hotel']","['it', 'took', 'a', 'little', 'longer', 'than', 'expected', 'for', 'for', 'the', 'room', 'service', 'to', 'be', 'cleared', 'from', 'outside', 'our', 'room', 'but', 'that', 'is', 'being', 'ultra', 'fussy', 'as', 'it', 'wasnt', 'left', 'inside', 'the', 'room']","['hotel', 'clean', 'smart', 'looking', 'great', 'location', 'well', 'professional', 'room', 'spacious', 'bathroom', 'separate', 'shower', 'bath', 'brilliant', 'bonus', 'room', 'located', 'right', 'outside', 'lifts', 'didnt', 'hear', 'anything', 'also', 'love', 'apex', 'duck', 'would', 'definately', 'recommend', 'staying', 'apex', 'hotel']","['took', 'little', 'longer', 'expected', 'room', 'service', 'cleared', 'outside', 'room', 'ultra', 'fussy', 'wasnt', 'left', 'inside', 'room']","['bathroom', 'duck', 'bath', 'room', 'hotel', 'location', 'bonus', 'lifts', 'anything']","['service', 'wasnt', 'room']"
Apex Temple Court Hotel, its just really really cheap furnished no seating possibility except one office chair in the room nothing comfortable it is minimalistic furnished which would be ok in a way but you just don t feel home there glad i just booked it for one night to try a new place since i am frequently traveling to london and was searching for a place closer to our office in fleetstreet, location would have been great,"[' business trip ', ' solo traveler ', ' city king room ', ' stayed 1 night ']","['location', 'would', 'have', 'been', 'great']","['its', 'just', 'really', 'really', 'cheap', 'furnished', 'no', 'seating', 'possibility', 'except', 'one', 'office', 'chair', 'in', 'the', 'room', 'nothing', 'comfortable', 'it', 'is', 'minimalistic', 'furnished', 'which', 'would', 'be', 'ok', 'in', 'a', 'way', 'but', 'you', 'just', 'don', 't', 'feel', 'home', 'there', 'glad', 'i', 'just', 'booked', 'it', 'for', 'one', 'night', 'to', 'try', 'a', 'new', 'place', 'since', 'i', 'am', 'frequently', 'traveling', 'to', 'london', 'and', 'was', 'searching', 'for', 'a', 'place', 'closer', 'to', 'our', 'office', 'in', 'fleetstreet']","['location', 'would', 'great']","['really', 'really', 'cheap', 'furnished', 'seating', 'possibility', 'except', 'one', 'office', 'chair', 'room', 'nothing', 'comfortable', 'minimalistic', 'furnished', 'would', 'ok', 'way', 'feel', 'home', 'glad', 'booked', 'one', 'night', 'try', 'new', 'place', 'since', 'frequently', 'traveling', 'london', 'searching', 'place', 'closer', 'office', 'fleetstreet']",['location'],"['glad', 'nothing', 'way', 'chair', 'room', 'office', 'night', 'home', 'fleetstreet', 'place', 'possibility']"
Apex Temple Court Hotel, the breakfast system is very over complicated and needs to be looked at it would save your staff a lot of time not having to try to explain how it works our party of six chose things from the menu as advised but no one told us that if you didn t have the continental breakfast you would be charged for coffee or tea even though the other breakfast was more expensive anyway it caused a bad atmosphere over breakfast which could have been avoided make the menu easier and you will be saved the hassle of complaints from customers the food at breakfast was good and it s a shame to spoil the good ratings just for this , room was a nice size and very quiet quite a long walk from reception along winding corridors but worth the walk when you got there we were in room 149 which was the very end room on a corridor and we never heard a thing ,"[' leisure trip ', ' group ', ' city king room ', ' stayed 2 nights ', ' submitted from a mobile device ']","['room', 'was', 'a', 'nice', 'size', 'and', 'very', 'quiet', 'quite', 'a', 'long', 'walk', 'from', 'reception', 'along', 'winding', 'corridors', 'but', 'worth', 'the', 'walk', 'when', 'you', 'got', 'there', 'we', 'were', 'in', 'room', '149', 'which', 'was', 'the', 'very', 'end', 'room', 'on', 'a', 'corridor', 'and', 'we', 'never', 'heard', 'a', 'thing']","['the', 'breakfast', 'system', 'is', 'very', 'over', 'complicated', 'and', 'needs', 'to', 'be', 'looked', 'at', 'it', 'would', 'save', 'your', 'staff', 'a', 'lot', 'of', 'time', 'not', 'having', 'to', 'try', 'to', 'explain', 'how', 'it', 'works', 'our', 'party', 'of', 'six', 'chose', 'things', 'from', 'the', 'menu', 'as', 'advised', 'but', 'no', 'one', 'told', 'us', 'that', 'if', 'you', 'didn', 't', 'have', 'the', 'continental', 'breakfast', 'you', 'would', 'be', 'charged', 'for', 'coffee', 'or', 'tea', 'even', 'though', 'the', 'other', 'breakfast', 'was', 'more', 'expensive', 'anyway', 'it', 'caused', 'a', 'bad', 'atmosphere', 'over', 'breakfast', 'which', 'could', 'have', 'been', 'avoided', 'make', 'the', 'menu', 'easier', 'and', 'you', 'will', 'be', 'saved', 'the', 'hassle', 'of', 'complaints', 'from', 'customers', 'the', 'food', 'at', 'breakfast', 'was', 'good', 'and', 'it', 's', 'a', 'shame', 'to', 'spoil', 'the', 'good', 'ratings', 'just', 'for', 'this']","['room', 'nice', 'size', 'quiet', 'quite', 'long', 'walk', 'reception', 'along', 'winding', 'corridors', 'worth', 'walk', 'got', 'room', '149', 'end', 'room', 'corridor', 'never', 'heard', 'thing']","['breakfast', 'system', 'complicated', 'needs', 'looked', 'would', 'save', 'staff', 'lot', 'time', 'try', 'explain', 'works', 'party', 'six', 'chose', 'things', 'menu', 'advised', 'one', 'told', 'us', 'continental', 'breakfast', 'would', 'charged', 'coffee', 'tea', 'even', 'though', 'breakfast', 'expensive', 'anyway', 'caused', 'bad', 'atmosphere', 'breakfast', 'could', 'avoided', 'make', 'menu', 'easier', 'saved', 'hassle', 'complaints', 'customers', 'food', 'breakfast', 'good', 'shame', 'spoil', 'good', 'ratings']","['corridors', 'reception', 'thing', 'end', 'room', 'walk', 'size', 'corridor']","['ratings', 'needs', 'explain', 'complaints', 'customers', 'menu', 'breakfast', 'things', 'shame', 'works', 'food', 'time', 'lot', 'coffee', 'staff', 'spoil', 'system', 'tea', 'party']"
Apex Temple Court Hotel,no negative, the hotel is in a quiet location right in the heart of london so it is within easy walking distance of most of the places we wished to visit we didn t experience the usual problem of banging doors and loud voices that seems to be the norm these days in big hotels maybe because we were right at the end of a corridor maybe because the walls and floors are well soundproofed so we managed to have a good undisturbed night s sleep there was very little traffic noise either it was lovely to be able to go to the local theatres and walk back to the hotel afterwards the novello is a about 10 minutes walk away i loved the idea of the little duck it made it feel more personal and now sits in my bathroom at home the room we had was a good size the bed was extremely comfortable and the room was spotlessly clean a bath robe and slippers were provided as well as the usual toiletries ,"[' leisure trip ', ' couple ', ' city twin room ', ' stayed 3 nights ']","['the', 'hotel', 'is', 'in', 'a', 'quiet', 'location', 'right', 'in', 'the', 'heart', 'of', 'london', 'so', 'it', 'is', 'within', 'easy', 'walking', 'distance', 'of', 'most', 'of', 'the', 'places', 'we', 'wished', 'to', 'visit', 'we', 'didn', 't', 'experience', 'the', 'usual', 'problem', 'of', 'banging', 'doors', 'and', 'loud', 'voices', 'that', 'seems', 'to', 'be', 'the', 'norm', 'these', 'days', 'in', 'big', 'hotels', 'maybe', 'because', 'we', 'were', 'right', 'at', 'the', 'end', 'of', 'a', 'corridor', 'maybe', 'because', 'the', 'walls', 'and', 'floors', 'are', 'well', 'soundproofed', 'so', 'we', 'managed', 'to', 'have', 'a', 'good', 'undisturbed', 'night', 's', 'sleep', 'there', 'was', 'very', 'little', 'traffic', 'noise', 'either', 'it', 'was', 'lovely', 'to', 'be', 'able', 'to', 'go', 'to', 'the', 'local', 'theatres', 'and', 'walk', 'back', 'to', 'the', 'hotel', 'afterwards', 'the', 'novello', 'is', 'a', 'about', '10', 'minutes', 'walk', 'away', 'i', 'loved', 'the', 'idea', 'of', 'the', 'little', 'duck', 'it', 'made', 'it', 'feel', 'more', 'personal', 'and', 'now', 'sits', 'in', 'my', 'bathroom', 'at', 'home', 'the', 'room', 'we', 'had', 'was', 'a', 'good', 'size', 'the', 'bed', 'was', 'extremely', 'comfortable', 'and', 'the', 'room', 'was', 'spotlessly', 'clean', 'a', 'bath', 'robe', 'and', 'slippers', 'were', 'provided', 'as', 'well', 'as', 'the', 'usual', 'toiletries']","['no', 'negative']","['hotel', 'quiet', 'location', 'right', 'heart', 'london', 'within', 'easy', 'walking', 'distance', 'places', 'wished', 'visit', 'experience', 'usual', 'problem', 'banging', 'doors', 'loud', 'voices', 'seems', 'norm', 'days', 'big', 'hotels', 'maybe', 'right', 'end', 'corridor', 'maybe', 'walls', 'floors', 'well', 'soundproofed', 'managed', 'good', 'undisturbed', 'night', 'sleep', 'little', 'traffic', 'noise', 'either', 'lovely', 'able', 'go', 'local', 'theatres', 'walk', 'back', 'hotel', 'afterwards', 'novello', '10', 'minutes', 'walk', 'away', 'loved', 'idea', 'little', 'duck', 'made', 'feel', 'personal', 'sits', 'bathroom', 'home', 'room', 'good', 'size', 'bed', 'extremely', 'comfortable', 'room', 'spotlessly', 'clean', 'bath', 'robe', 'slippers', 'provided', 'well', 'usual', 'toiletries']",['negative'],"['experience', 'bath', 'bed', 'home', 'robe', 'afterwards', 'location', 'theatres', 'floors', 'distance', 'banging', 'places', 'idea', 'size', 'toiletries', 'noise', 'days', 'slippers', 'duck', 'doors', 'end', 'traffic', 'room', 'hotel', 'sits', 'bathroom', 'voices', 'london', 'problem', 'minutes', 'night', 'visit', 'hotels', 'heart', 'corridor']",[]
